0.01,1.0,0.0,0.02123817989101573,-0.009558798511813068,[3]
0.01,1.0003793442189624,0.03263166453196912,0.021283135091447247,0.004991218329245033,[3]
0.01,1.0011007807032444,0.06528880301593701,0.02117941795067947,0.019628308921513474,[3]
0.01,1.0021649406424142,0.09797496149344631,0.02092599705073775,0.03435941342881205,[3]
0.01,1.0035725196466954,0.13069354853201315,0.020521760039659942,0.049191564457645345,[3]
0.01,1.0053242748151168,0.16344783830719153,0.01996551322958226,0.06413189142946561,[3]
0.01,1.0074210214432042,0.19624097318044123,0.01925598102019084,0.07918762402249249,[3]
0.01,1.0098636300120816,0.22907596614002623,0.018391805329887864,0.0943660959139097,[3]
0.01,1.0126530233407254,0.2619557029651295,0.017371544860995833,0.1096747477112451,[3]
0.01,1.015790173568787,0.2948829441923383,0.016193674627924357,0.12512113104931322,[3]
0.01,1.0192760993227714,0.3278603264765998,0.01485658501136776,0.14071291173421663,[3]
0.01,1.0231118630484703,0.3608903643273557,0.01335858098040904,0.15645787160373636,[3]
0.01,1.0272985681266331,0.39397545109753535,0.011697881248195874,0.1723639146046373,[3]
0.01,1.0318373562916006,0.42711786028300475,0.009872617383537202,0.18843906663826332,[3]
0.01,1.0367294047907494,0.4603197460891308,0.007880832718810002,0.2046914811774373,[3]
0.01,1.0419759239294497,0.49358314418915544,0.005720481445284337,0.22112943937165466,[3]
0.01,1.04757815443401,0.5269099722714741,0.0033894275142426072,0.2377613540892044,[3]
0.01,1.0535373648332294,0.5603020303004685,0.0008854433177719473,0.2545957732976304,[3]
0.01,1.0598548489982274,0.5937610007493129,-0.0017937912180175375,0.2716413799742092,[3]
0.01,1.0665319234969657,0.627288448663524,-0.004650690081254336,0.2889069950905796,[3]
0.01,1.0735699252692277,0.6608858215018119,-0.007687762261427131,0.30640158057833117,[3]
0.01,1.0809702089349424,0.6945544489805537,-0.01090761323245694,0.3241342387448482,[3]
0.01,1.0887341446377952,0.7282955428769464,-0.014312946440686897,0.34211421530867947,[3]
0.01,1.096863115320768,0.7621101963950757,-0.017906564441135843,0.36035089914340773,[3]
0.01,1.1053585144509503,0.7959993838047397,-0.021691370573775622,0.3788538241647621,[3]
0.01,1.1142217435679704,0.8299639597442823,-0.025670370470946603,0.3976326668781924,[3]
0.01,1.1234542098967677,0.8640046586904178,-0.029846673445068608,0.41669724942163505,[3]
0.01,1.1330573240212944,0.8981220939920614,-0.034223494364393564,0.4360575377075437,[3]
0.01,1.1430324974917705,0.9323167572404314,-0.03880415508073289,0.45572364002473564,[3]
0.01,1.1533811404000316,0.966589017271307,-0.04359208616287637,0.47570580582948174,[3]
0.01,1.16410465921999,1.0009391192292922,-0.04859082866900244,0.496014423769129,[3]
0.01,1.1752044542164446,1.0353671836893377,-0.05380403584258678,0.5166600187197337,[3]
0.01,1.1866819174125736,1.0698732054790614,-0.05923547489094398,0.5376532491786226,[3]
0.01,1.1985384301602011,1.1044570528633049,-0.06488902873894234,0.5590049026580951,[3]
0.01,1.2107753608399874,1.139118466102295,-0.07076869792515458,0.5807258915687366,[3]
0.01,1.2233940626120707,1.1738570566852535,-0.07687860246405265,0.6028272466026741,[3]
0.01,1.236395871265706,1.2086723061366942,-0.08322298367600658,0.6253201126397974,[3]
0.01,1.2497821028427973,1.2435635648178889,-0.08980620606513628,0.6482157392588099,[3]
0.01,1.2635540514660044,1.2785300508300985,-0.09663275921876988,0.6715254739982293,[3]
0.01,1.277712987112967,1.3135708488043825,-0.10370725963925881,0.6952607531521025,[3]
0.01,1.2922601534920248,1.3486849090203377,-0.11103445271271922,0.7194330910611322,[3]
0.01,1.3071967656822576,1.3838710458890533,-0.11861921444130641,0.7440540682249128,[3]
0.01,1.3225240083243612,1.4191279373042218,-0.12646655333253937,0.7691353202189319,[3]
0.01,1.3382430329587043,1.4544541230783812,-0.13458161241198507,0.7946885220507945,[3]
0.01,1.3543549563423651,1.4898480042163078,-0.1429696706967033,0.8207253730636073,[3]
0.01,1.370860858003116,1.5253078414801151,-0.15163614498494532,0.8472575806538476,[3]
0.01,1.3877617782111185,1.560831754534401,-0.16058659180841062,0.8742968421184538,[3]
0.01,1.4050587158414853,1.596417720870074,-0.1698267086363312,0.9018548224570476,[3]
0.01,1.4227526263584038,1.6320635746988181,-0.17936233570850368,0.9299431347894768,[3]
0.01,1.4408444194048147,1.6677670058022438,-0.18919945716119368,0.9585733139877455,[3]
0.01,1.4593349568184366,1.7035255584696523,-0.19934420254000162,0.9877567937771756,[3]
0.01,1.4782250504825736,1.7393366304587248,-0.20980284788944525,1.0175048743798327,[3]
0.01,1.4975154600308893,1.775197471778631,-0.22058181664706988,1.0478286976206497,[3]
0.01,1.5172068905549252,1.8111051835775513,-0.23168768069241863,1.0787392095630932,[3]
0.01,1.5372999905680764,1.8470567169027374,-0.24312716086924768,1.110247128420655,[3]
0.01,1.5577953493284893,1.8830488713556357,-0.25490712726843345,1.1423629058493745,[3]
0.01,1.5786934945246383,1.9190782936320372,-0.26703459956523945,1.1750966865302597,[3]
0.01,1.599994890084333,1.955141476385575,-0.27951674684224415,1.2084582660518748,[3]
0.01,1.621699933002752,1.9912347561553059,-0.2923608872027741,1.2424570432136115,[3]
0.01,1.643808950947597,2.027354311839104,-0.30557448685089394,1.277101972896884,[3]
0.01,1.666322199336754,2.063496162527816,-0.319165159210262,1.3124015126548505,[3]
0.01,1.6892398581052206,2.0996561654568753,-0.33314066315391255,1.3483635689404085,[3]
0.01,1.7125620286642067,2.135830013562188,-0.3475089010030007,1.3849954351209601,[3]
